db,src_table,field_name,reason
eicu,infusionDrug,Levothyroxine (mcg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Amiodarone (maintenance) 900 mg Dextrose 5% 500 ml (mg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Dexmedetomidine Inj 400 Mcg in Sodium Chloride 0.9% 100 ml (mcg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,epidural (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,TPA (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Banana Bag (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Insulin Scale B (units/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45 NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,ARGACTROBAN (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS +20KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Glucerna 1.5 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Acetylcysteine (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9% Normal Saline (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Abciximab (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Morphine 250 mg Sodium Chloride 0.9% 250 ml  Premix (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9% NSS  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9% Saline (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Pantoprazole (mg/hr) (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Other mL/hr (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Hypertonic Saline (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Normosol (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Esomeprazole (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,FFP (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Diltiazem,"输注药名, 不在概念目录内"
eicu,infusionDrug,Dilaudid PCA (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Diltiazem(Cardizem) mg/hr (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS,"输注药名, 不在概念目录内"
eicu,infusionDrug,ivpb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Diltiazem (Cardizem) 125 mg Sodium Chloride 0.9% 125 ml (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Pentobarbital (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Ketamine (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45%NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45% NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (mL) Acetylcysteine (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,PPN (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Precedex (mcg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Midazolam (),"输注药名, 不在概念目录内"
eicu,infusionDrug,atracurium (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,Vecuronium IVF Infused (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Argatroban (mcg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Bicarb gtt (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Dilaudid PCA -Infusion (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume-Transfuse Pheresed Platelets (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3% hypertonic (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Insulin- Scale A (units/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Protonix (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 0.45 NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NOVASOURCE RENAL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,5% Dextrose (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/0.45NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,LORazepam (Ativan) 100 mg Sodium Chloride 0.9% 100 ml  Premix (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Esmolol (Brevibloc) 2500 mg Sodium Chloride 0.9% 250 ml (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS + ABX (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,PRBCs (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Albumin (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NaHCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume-Transfuse RBC,"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (mL) Tenecteplase (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 LR (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Eptifibatide (),"输注药名, 不在概念目录内"
eicu,infusionDrug,Amicar (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,LASIX (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Lactated Ringer (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Nitroglycerin,"输注药名, 不在概念目录内"
eicu,infusionDrug,HCO3 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Sodium Bicarbonate mL/hr (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Labetalol (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NUTREN 1..5 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS with KCL 20 MeQ (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Magnesium Sulfate (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,.45NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Altepase (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45% NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS + abx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Tirofiban (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Sodium Bicarbonate (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Veletri (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9%NSS  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fentanyl PCA (mcg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Cisatracurium (Nimbex)STD 200 mg Sodium Chloride 0.9% 1000 ml (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,Tube Feeds  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,KCL RIDER (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 .45NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS MF (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Tube Feed Flushes (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3% HYPERTONIC SALINE (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Lidocaine (),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fentanyl (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,tube feeds (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Pantoprazole,"输注药名, 不在概念目录内"
eicu,infusionDrug,BOLUS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5.45NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/W (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Neosynephrine (mcg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS abx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fibersource TF (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,cardene (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Pantoprazole (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Bivalirudin IVF Infused (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Milrinone,"输注药名, 不在概念目录内"
eicu,infusionDrug,Propofol (mcg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Furosemide,"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 0.9 NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Narcan (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,MVI (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Tirofiban (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS w/ 20 KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS 3% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Rocuronium IVF Infused (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS,"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (ml) Heparin-heparin infusion 2 units/mL in 0.9% sodium chloride (ARTERIAL LINE) (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Acetylcysteine (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3% NORMAL SALINE (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Precedex (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS 0.9% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS/ atbx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,IVF's (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (mL) Naloxone (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,abx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9% NS  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS #1 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Versed (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS 0.9% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Agatroban (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,NiCARDipine (max) 100 mg Sodium Chloride 0.9% 250 ml (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2 NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Amiodarone (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,TPA (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 0.9%NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,N/S (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3%NaCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,CISATRACURIUM  (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NIMBEX (mcg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS + 20meq KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Dexmedetomidine Inj 400 Mcg in Dextrose 5% 100 ml (mcg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/0.45 NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,PRBC's (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,H2O flush (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Levophed (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.9 NSS (carrier) (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Hypertonic 3% saline (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS control (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Oxytocin IVF Infused (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Dexmedetomidine (mcg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS w/ABT (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS w/ Anbx (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,.45% Normal Saline (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Aminocaproic acid MAX 25 g Sodium Chloride 0.9% 250 ml (Unknown),"输注药名, 不在概念目录内"
eicu,infusionDrug,Midazolam (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.2 % NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Octreotide (mcg/hr) (mcg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,RL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Ninbex (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,NaBicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS 0.9%  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Pantoprazole (Protonix) 80 mg Sodium Chloride 0.9% 250 ml (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NACL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Hypertonic Saline 3% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,0.45% NaCl (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fibersource (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Insulin (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fibersource HN (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Fentanyl (Unknown),"输注药名, 不在概念目录内"
eicu,infusionDrug,Dexmedetomidine (mcg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (ml) Abciximab  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Nitroglycerin (Unknown),"输注药名, 不在概念目录内"
eicu,infusionDrug,Abciximab (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,Midazolam (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Na Bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,"bupiv .1%, fent 2mcg/ml, duramorph 40mcg/ml (ml/hr)","输注药名, 不在概念目录内"
eicu,infusionDrug,Nepro (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Prograf drip (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSw/20KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,TKO (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5.9NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,PCA Dilaudid (mg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Vecuronium (mcg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,narcan (mcg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/0.45%NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (mL)-sodium chloride 0.9 % bolus 250 mL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Cisatracurium (Nimbex)MAX 200 mg Sodium Chloride 0.9% 500 ml (mcg/kg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,SODIUM BICARB. GTT (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Sodium bicarb  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Procainamide (mg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,Phenylephrine (mcg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Abciximab (mcg/min),"输注药名, 不在概念目录内"
eicu,infusionDrug,Insulin (Scale A) (units/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,.45NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Blood Products (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,ALBUMIN 5% (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,normal slaine  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Acetylcystine 20% (mg/kg/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,PEPTAMEN AF (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NSS w/ atb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 0.9NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,1/2 NS w/ 2 amp bicarb (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,NS BOLUS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Epidural: 0.1% Bupivicaine/ 40mcg/ml Duramorph (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2 (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2NS w/ KCL (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,IVF bolus (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/NSS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,3% hypertonic saline  (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Versed (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,LR,"输注药名, 不在概念目录内"
eicu,infusionDrug,Acetadote (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,magnesium (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,Volume (ml) Eptifibatide (),"输注药名, 不在概念目录内"
eicu,infusionDrug,Cardizem (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5/.45NS (ml/hr),"输注药名, 不在概念目录内"
eicu,infusionDrug,D5 1/2 NS with 10k+ (ml/hr),"输注药名, 不在概念目录内"
